game_id,game_name,game_web,platform,wii,ps3,xbox360,critic_score,critic_score1,critic_score2,critic_score3,wii_score,ps3_score,xbox360_score,Check
709763,Poker Night 2,/xbox360/709763-poker-night-2,xbox360,0,1,1,69,69,63,,,63,69,1
710073,Fast & Furious: Showdown,/xbox360/710073-fast-and-furious-showdown,xbox360,0,1,1,22,22,21,,,21,22,1
710243,Ragnarok Odyssey ACE,/ps3/710243-ragnarok-odyssey-ace,ps3,0,1,0,61,61,,,,61,,1
710576,Batman: Arkham Origins,/ps3/710576-batman-arkham-origins,ps3,0,1,0,76,76,74,,,76,74,1
710741,Flashback,/xbox360/710741-flashback,xbox360,0,1,1,50,50,,,,,50,1
710754,Far Cry 3: Blood Dragon,/xbox360/710754-far-cry-3-blood-dragon,xbox360,0,1,1,80,80,82,,,82,80,1
710758,Cloudberry Kingdom,/xbox360/710758-cloudberry-kingdom,xbox360,0,1,1,68,68,75,,,75,68,1
710975,Invizimals: The Lost Kingdom,/ps3/710975-invizimals-the-lost-kingdom,ps3,0,1,0,50,50,,,,50,,1
711378,NHL 14,/xbox360/711378-nhl-14,xbox360,0,1,1,,,,,,80,81,1
711382,Disney Castle of Illusion starring Mickey Mouse,/xbox360/711382-disney-castle-of-illusion-starring-mickey-mouse,xbox360,0,1,1,67,67,72,,,72,67,1
711402,FIFA 14,/ps3/711402-fifa-14,ps3,1,1,0,,,,,,86,84,1
711454,Thomas Was Alone,/ps3/711454-thomas-was-alone,ps3,0,1,0,80,80,,,,80,,1
713750,NBA 2K14,/ps3/713750-nba-2k14,ps3,0,1,0,84,84,87,,,84,87,1
714467,Hohokum,/ps3/714467-hohokum,ps3,0,1,0,71,71,,,,71,,1
714549,Dead or Alive 5 Ultimate,/ps3/714549-dead-or-alive-5-ultimate,ps3,0,1,0,77,77,75,,,77,75,1
714747,Fairy Fencer F,/ps3/714747-fairy-fencer-f,ps3,0,1,0,65,65,,,,65,,1
715085,Pac-Man and the Ghostly Adventures,/xbox360/715085-pac-man-and-the-ghostly-adventures,xbox360,0,1,1,49,49,51,,,51,49,1
715207,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,/ps3/715207-adventure-time-explore-the-dungeon-because-i-dont-know,ps3,0,1,0,40,40,47,,,40,47,1
715250,Ben 10 Omniverse 2,/ps3/715250-ben-10-omniverse-2,ps3,1,1,0,33,,,33,,33,,1
715767,Atomic Ninjas,/ps3/715767-atomic-ninjas,ps3,0,1,0,58,58,,,,58,,1
716478,Need for Speed: Rivals,/xbox360/716478-need-for-speed-rivals,xbox360,0,1,1,76,76,80,,,80,76,1
716879,Contrast,/xbox360/716879-contrast,xbox360,0,1,1,65,65,,,,,65,1
717252,Pro Evolution Soccer 2014,/ps3/717252-pro-evolution-soccer-2014,ps3,0,1,0,78,78,80,,,78,80,1
717342,How to Survive,/xbox360/717342-how-to-survive,xbox360,0,1,1,,,,,,,59,1
717507,Battle Princess of Arcadias,/ps3/717507-battle-princess-of-arcadias,ps3,0,1,0,69,69,,,,69,,1
717907,Stick it to the Man!,/ps3/717907-stick-it-to-the-man,ps3,0,1,0,79,79,,,,79,,1
718134,Doodle Jump for Kinect,/xbox360/718134-doodle-jump-for-kinect,xbox360,0,0,1,49,49,,,,,49,1
718273,Tekken Revolution,/ps3/718273-tekken-revolution,ps3,0,1,0,70,70,,,,70,,1
718283,R.I.P.D. The Game,/xbox360/718283-ripd-the-game,xbox360,0,1,1,39,39,,,,,39,1
718285,World of Tanks: Xbox 360 Edition,/xbox360/718285-world-of-tanks-xbox-360-edition,xbox360,0,0,1,77,77,,,,,77,1
718642,Titanfall,/xbox360/718642-titanfall,xbox360,0,0,1,83,83,,,,,83,1
718644,Plants vs Zombies: Garden Warfare,/xbox360/718644-plants-vs-zombies-garden-warfare,xbox360,0,1,1,69,,69,,,,69,1
718652,Diablo III,/xbox360/718652-diablo-iii,xbox360,0,1,1,87,87,86,,,86,87,1
718846,Rocksmith 2014 Edition,/xbox360/718846-rocksmith-2014-edition,xbox360,0,1,1,87,87,86,,,86,87,1
718933,Doki-Doki Universe,/ps3/718933-doki-doki-universe,ps3,0,1,0,62,62,,,,62,,1
718936,CounterSpy,/ps3/718936-counterspy,ps3,0,1,0,,,,,,68,,1
719823,Just Dance 2014,/wii/719823-just-dance-2014,wii,1,1,0,,,79,77,,77,79,1
719941,Far Cry Classic,/xbox360/719941-far-cry-classic,xbox360,0,1,1,58,,58,,38,,58,1
720002,Marlow Briggs and the Mask of Death,/xbox360/720002-marlow-briggs-and-the-mask-of-death,xbox360,0,0,1,66,66,,,,,66,1
720090,Dragon Ball Z: Battle of Z,/xbox360/720090-dragon-ball-z-battle-of-z,xbox360,0,1,1,53,53,54,,,54,53,1
720633,Motorbike,/ps3/720633-motorbike,ps3,0,1,0,17,17,,,,17,,1
721166,Strength of the Sword 3,/ps3/721166-strength-of-the-sword-3,ps3,0,1,0,67,67,,,,67,,1
721821,Pacific Rim,/xbox360/721821-pacific-rim,xbox360,0,1,1,39,,39,,,,39,1
722588,Hatsune Miku: Project Diva F 2nd,/ps3/722588-hatsune-miku-project-diva-f-2nd,ps3,0,1,0,78,78,,,,78,,1
722615,Ratchet & Clank: Into the Nexus,/ps3/722615-ratchet-and-clank-into-the-nexus,ps3,0,1,0,76,76,,,,76,,1
722789,Ultra Street Fighter IV,/xbox360/722789-ultra-street-fighter-iv,xbox360,0,1,1,84,84,83,,,83,84,1
722791,F1 2013,/xbox360/722791-f1-2013,xbox360,0,1,1,79,79,77,,,77,79,1
722909,Stealth Inc: A Clone in the Dark,/ps3/722909-stealth-inc-a-clone-in-the-dark,ps3,0,1,0,80,80,,,,80,,1
722936,The LEGO Movie Videogame,/ps3/722936-the-lego-movie-videogame,ps3,0,1,0,80,80,69,,,80,69,1
723365,Rekoil: Liberator,/xbox360/723365-rekoil-liberator,xbox360,0,0,1,31,31,,,,,31,1
723514,Angry Birds Star Wars,/xbox360/723514-angry-birds-star-wars,xbox360,1,1,1,,,,,,49,59,1
723569,Strider,/xbox360/723569-strider,xbox360,0,1,1,76,76,70,,,70,76,1
723578,Ace Combat Infinity,/ps3/723578-ace-combat-infinity,ps3,0,1,0,54,54,,,,54,,1
723581,Nickelodeon Teenage Mutant Ninja Turtles,/xbox360/723581-nickelodeon-teenage-mutant-ninja-turtles,xbox360,1,0,1,25,,25,,,,25,1
723585,SoulCalibur II HD Online,/xbox360/723585-soulcalibur-ii-hd-online,xbox360,0,1,1,76,76,73,,,73,76,1
724307,Short Peace: Ranko Tsukigime's Longest Day,/ps3/724307-short-peace-ranko-tsukigimes-longest-day,ps3,0,1,0,56,56,,,,56,,1
726154,Don Bradman Cricket 14,/ps3/726154-don-bradman-cricket-14,ps3,0,1,0,73,73,,,,73,,1
727630,Tropico 5,/xbox360/727630-tropico-5,xbox360,0,0,1,71,71,,,,,71,1
727962,Castlevania: Lords of Shadow - Mirror of Fate HD,/xbox360/727962-castlevania-lords-of-shadow-mirror-of-fate-hd,xbox360,0,1,1,73,73,70,,,70,73,1
728005,Minecraft: PlayStation 3 Edition,/ps3/728005-minecraft-playstation-3-edition,ps3,0,1,0,86,86,,,,86,82,1
728613,Dynasty Warriors 8: Xtreme Legends,/ps3/728613-dynasty-warriors-8-xtreme-legends,ps3,0,1,0,68,68,,,,68,,1
729319,Warface,/xbox360/729319-warface,xbox360,0,0,1,60,60,,,,,60,1
730056,The Bridge,/xbox360/730056-the-bridge,xbox360,0,1,1,76,76,,,,,76,1
730635,Constant C,/xbox360/730635-constant-c,xbox360,0,1,1,67,,67,,,,67,1
730637,Dynasty Warriors: Gundam Reborn,/ps3/730637-dynasty-warriors-gundam-reborn,ps3,0,1,0,64,64,,,,64,,1
730638,Tokyo Twilight Ghost Hunters,/ps3/730638-tokyo-twilight-ghost-hunters,ps3,0,1,0,64,64,,,,64,,1
730735,Assassin's Creed Liberation HD,/ps3/730735-assassins-creed-liberation-hd,ps3,0,1,0,64,64,62,,,64,62,1
730861,Carnivores HD: Dinosaur Hunter,/ps3/730861-carnivores-hd-dinosaur-hunter,ps3,0,1,0,50,50,,,,50,,1
730866,Child of Light,/xbox360/730866-child-of-light,xbox360,0,1,1,74,74,89,,,89,74,1
730869,Valiant Hearts: The Great War,/ps3/730869-valiant-hearts-the-great-war,ps3,0,1,0,77,77,,,,77,,1
731136,SoulCalibur: Lost Swords,/ps3/731136-soulcalibur-lost-swords,ps3,0,1,0,38,38,,,,38,,1
732890,Ar nosurge: Ode to an Unborn Star,/ps3/732890-ar-nosurge-ode-to-an-unborn-star,ps3,0,1,0,67,67,,,,67,,1
732892,Arcana Heart 3: LOVEMAX!!!!!,/ps3/732892-arcana-heart-3-lovemax,ps3,0,1,0,,,,,,68,,1
734622,Dustforce,/ps3/734622-dustforce,ps3,0,1,0,70,70,,,,70,,1
734964,WRC 4: FIA World Rally Championship,/ps3/734964-wrc-4-fia-world-rally-championship,ps3,0,1,0,63,63,,,,63,62,1
735127,Hexodius,/xbox360/735127-hexodius,xbox360,0,0,1,54,54,,,,,54,1
735143,Kingdom Hearts HD 2.5 ReMIX,/ps3/735143-kingdom-hearts-hd-25-remix,ps3,0,1,0,81,81,,,,81,,1
735149,The Amazing Spider-Man 2,/ps3/735149-the-amazing-spider-man-2,ps3,0,1,0,57,57,55,,,57,55,1
736159,Star Wars Pinball: Balance of the Force,/xbox360/736159-star-wars-pinball-balance-of-the-force,xbox360,0,1,1,88,,88,,,,88,1
737237,Master Reboot,/ps3/737237-master-reboot,ps3,0,1,0,62,62,,,,62,,1
737343,Halo: Spartan Assault,/xbox360/737343-halo-spartan-assault,xbox360,0,0,1,51,51,,,,,51,1
737345,Proteus,/ps3/737345-proteus,ps3,0,1,0,,,,,,72,,1
737969,MLB 14: The Show,/ps3/737969-mlb-14-the-show,ps3,0,1,0,81,81,,,,81,,1
739447,A-Men 2,/ps3/739447-a-men-2,ps3,0,1,0,34,34,,,,34,,1
739464,Metal Gear Solid V: Ground Zeroes,/ps3/739464-metal-gear-solid-v-ground-zeroes,ps3,0,1,0,66,,66,,,66,,1
739660,MXGP: The Official Motocross Videogame,/xbox360/739660-mxgp-the-official-motocross-videogame,xbox360,0,1,1,68,67,68,,,67,68,1
739681,LEGO The Hobbit,/xbox360/739681-lego-the-hobbit,xbox360,0,1,1,70,,70,,,,70,1
739683,Persona 4 Arena Ultimax,/ps3/739683-persona-4-arena-ultimax,ps3,0,1,0,84,84,85,,,84,85,1
739735,Naruto Shippuden: Ultimate Ninja Storm Revolution,/ps3/739735-naruto-shippuden-ultimate-ninja-storm-revolution,ps3,0,1,0,73,73,62,,,73,62,1
755754,Adam's Venture Chronicles,/ps3/755754-adams-venture-chronicles,ps3,0,1,0,49,49,,,,49,,1
760213,Slender: The Arrival,/xbox360/760213-slender-the-arrival,xbox360,0,1,1,61,61,48,,,48,61,1
760435,Magus,/ps3/760435-magus,ps3,0,1,0,32,32,,,,32,,1
761141,2014 FIFA World Cup Brazil,/ps3/761141-2014-fifa-world-cup-brazil,ps3,0,1,0,,,,,,73,74,1
762884,Batman: Arkham Origins Blackgate - Deluxe Edition,/xbox360/762884-batman-arkham-origins-blackgate-deluxe-edition,xbox360,0,1,1,62,62,60,,,60,62,1
763235,The Legend of Heroes: Trails of Cold Steel II,/ps3/763235-the-legend-of-heroes-trails-of-cold-steel-ii,ps3,0,1,0,,,,,,90,,1
763436,Transformers: Rise of the Dark Spark,/xbox360/763436-transformers-rise-of-the-dark-spark,xbox360,0,1,1,,,,,,,44,1
766676,Blood of the Werewolf,/xbox360/766676-blood-of-the-werewolf,xbox360,0,1,1,75,,75,,,,75,1
768265,Abyss Odyssey,/ps3/768265-abyss-odyssey,ps3,0,1,0,70,64,70,,,70,64,1
769544,Tiny Troopers: Joint Ops,/ps3/769544-tiny-troopers-joint-ops,ps3,0,1,0,64,64,,,,64,,1
771435,One Piece: Unlimited World Red,/ps3/771435-one-piece-unlimited-world-red,ps3,0,1,0,71,71,,,,71,,1
778830,Atelier Shallie: Alchemists of the Dusk Sea,/ps3/778830-atelier-shallie-alchemists-of-the-dusk-sea,ps3,0,1,0,76,76,,,,76,,1
783734,Borderlands: The Pre-Sequel,/xbox360/783734-borderlands-the-pre-sequel,xbox360,0,1,1,74,74,77,,,77,74,1
784567,Magic: Duels of the Planeswalkers 2015,/xbox360/784567-magic-duels-of-the-planeswalkers-2015,xbox360,0,0,1,64,64,,,,,64,1
784751,Risen 3: Titan Lords,/xbox360/784751-risen-3-titan-lords,xbox360,0,1,1,44,44,36,,,36,44,1
785539,Lost Dimension,/ps3/785539-lost-dimension,ps3,0,1,0,71,71,,,,71,,1
786046,GRID Autosport,/ps3/786046-grid-autosport,ps3,0,1,0,75,75,75,,,75,75,1
789217,Pac-Man and the Ghostly Adventures 2,/xbox360/789217-pac-man-and-the-ghostly-adventures-2,xbox360,0,1,1,60,60,59,,,59,60,1
789656,Under Night In-Birth Exe:Late,/ps3/789656-under-night-in-birth-exelate,ps3,0,1,0,80,80,,,,80,,1
799987,MX Vs ATV: Supercross,/ps3/799987-mx-vs-atv-supercross,ps3,0,1,0,58,58,48,,,58,48,1
800883,WWE 2K15,/ps3/800883-wwe-2k15,ps3,0,1,0,55,55,50,,,55,50,1
805462,AirMech Arena,/xbox360/805462-airmech-arena,xbox360,0,0,1,73,73,,,,,73,1
809364,Tales From Space: Mutant Blobs Attack,/xbox360/809364-tales-from-space-mutant-blobs-attack,xbox360,0,1,1,,,,,,81,72,1
809372,Adventure Time: The Secret of the Nameless Kingdom,/xbox360/809372-adventure-time-the-secret-of-the-nameless-kingdom,xbox360,0,1,1,58,,58,,,,58,1
813891,Escape Dead Island,/ps3/813891-escape-dead-island,ps3,0,1,0,,,,,,40,32,1
814418,Might & Magic: Duel of Champions - Forgotten Wars,/xbox360/814418-might-and-magic-duel-of-champions-forgotten-wars,xbox360,0,1,1,62,62,,,,52,62,1
814526,Deadfall Adventures: Heart of Atlantis,/ps3/814526-deadfall-adventures-heart-of-atlantis,ps3,0,1,0,46,46,,,,46,,1
814805,Dengeki Bunko: Fighting Climax,/ps3/814805-dengeki-bunko-fighting-climax,ps3,0,1,0,66,66,,,,66,,1
824823,F1 2014,/ps3/824823-f1-2014,ps3,0,1,0,62,62,64,,,62,64,1
826286,Assassin's Creed Rogue,/ps3/826286-assassins-creed-rogue,ps3,0,1,0,72,72,72,,,72,72,1
826388,XBLAZE: Lost Memories,/ps3/826388-xblaze-lost-memories,ps3,0,1,0,63,63,,,,63,,1
872798,BlazeRush,/ps3/872798-blazerush,ps3,0,1,0,70,70,,,,70,,1
887306,Toybox Turbos,/ps3/887306-toybox-turbos,ps3,0,1,0,78,78,,,,78,,1
889956,JUJU,/ps3/889956-juju,ps3,0,1,0,63,,63,,,63,,1
895981,Syberia,/ps3/895981-syberia,ps3,0,1,0,50,50,,,,50,,1
915692,Super Mario Galaxy,/wii/915692-super-mario-galaxy,wii,1,0,0,97,97,,,97,,,1
926055,Battlefield 2: Modern Combat,/xbox360/926055-battlefield-2-modern-combat,xbox360,0,0,1,77,77,,,,,77,1
926309,Condemned: Criminal Origins,/xbox360/926309-condemned-criminal-origins,xbox360,0,0,1,81,81,,,,,81,1
926596,Metal Gear Solid 4: Guns of the Patriots,/ps3/926596-metal-gear-solid-4-guns-of-the-patriots,ps3,0,1,0,94,94,,,,94,,1
926632,Halo 3,/xbox360/926632-halo-3,xbox360,0,0,1,94,94,,,,,94,1
926821,Tomb Raider: Legend,/xbox360/926821-tomb-raider-legend,xbox360,0,0,1,80,80,,,,,80,1
926934,Tom Clancy's Splinter Cell Double Agent,/xbox360/926934-tom-clancys-splinter-cell-double-agent,xbox360,1,1,1,85,85,61,78,61,78,85,1
926971,Tom Clancy's Ghost Recon Advanced Warfighter,/xbox360/926971-tom-clancys-ghost-recon-advanced-warfighter,xbox360,0,0,1,90,90,,,,,90,1
926982,Peter Jackson's King Kong: The Official Game of the Movie,/xbox360/926982-peter-jacksons-king-kong-the-official-game-of-the-movie,xbox360,0,0,1,80,80,,,,,80,1
927013,The Darkness,/ps3/927013-the-darkness,ps3,0,1,0,80,80,82,,,80,82,1
927143,Need for Speed: Most Wanted,/xbox360/927143-need-for-speed-most-wanted,xbox360,0,0,1,,,,,,,83,1
927245,Project Gotham Racing 3,/xbox360/927245-project-gotham-racing-3,xbox360,0,0,1,88,88,,,,,88,1
927246,Fable II,/xbox360/927246-fable-ii,xbox360,0,0,1,89,89,,,,,89,1
927448,Madden NFL 07,/ps3/927448-madden-nfl-07,ps3,1,1,0,,,,,81,76,80,1
927449,Madden NFL 06,/xbox360/927449-madden-nfl-06,xbox360,0,0,1,,,,,,,74,1
927725,Call of Duty 2,/xbox360/927725-call-of-duty-2,xbox360,0,0,1,89,89,,,,,89,1
927950,Blue Dragon,/xbox360/927950-blue-dragon,xbox360,0,0,1,79,79,,,,,79,1
928006,Alan Wake,/xbox360/928006-alan-wake,xbox360,0,0,1,83,83,,,,,83,1
928101,Test Drive Unlimited,/xbox360/928101-test-drive-unlimited,xbox360,0,0,1,,,,,,,82,1
928103,Stranglehold,/ps3/928103-stranglehold,ps3,0,1,0,77,77,77,,,77,77,1
928116,Full Auto,/xbox360/928116-full-auto,xbox360,0,0,1,70,70,,,,,70,1
928149,Dark Sector,/xbox360/928149-dark-sector,xbox360,0,1,1,72,72,72,,,72,72,1
928189,Prey,/xbox360/928189-prey,xbox360,0,0,1,79,79,,,,,79,1
928233,Quake 4,/xbox360/928233-quake-4,xbox360,0,0,1,75,75,,,,,75,1
928234,Gears of War,/xbox360/928234-gears-of-war,xbox360,0,0,1,,,,,,,94,1
928235,Saints Row,/xbox360/928235-saints-row,xbox360,0,1,1,81,,81,,,,81,1
928260,Dead or Alive 4,/xbox360/928260-dead-or-alive-4,xbox360,0,0,1,85,85,,,,,85,1
928262,Tiger Woods PGA Tour 06,/xbox360/928262-tiger-woods-pga-tour-06,xbox360,0,0,1,,,,,,,71,1
928263,NBA 2K6,/xbox360/928263-nba-2k6,xbox360,0,0,1,81,81,,,,,81,1
928289,Top Spin 2,/xbox360/928289-top-spin-2,xbox360,0,0,1,75,75,,,,,75,1
928296,Tony Hawk's American Wasteland,/xbox360/928296-tony-hawks-american-wasteland,xbox360,0,0,1,75,75,,,,,75,1
928301,Unreal Tournament III,/xbox360/928301-unreal-tournament-iii,xbox360,0,1,1,,,,,,86,82,1
928311,College Hoops 2K6,/xbox360/928311-college-hoops-2k6,xbox360,0,0,1,70,70,,,,,70,1
928316,Amped 3,/xbox360/928316-amped-3,xbox360,0,0,1,72,72,,,,,72,1
928324,The Outfit,/xbox360/928324-the-outfit,xbox360,0,0,1,70,70,,,,,70,1
928326,Dead Rising,/xbox360/928326-dead-rising,xbox360,0,0,1,85,85,,,,,85,1
928330,Final Fantasy XI,/xbox360/928330-final-fantasy-xi,xbox360,0,0,1,66,66,,,,,66,1
928332,The Godfather,/xbox360/928332-the-godfather,xbox360,1,1,1,,,,,77,70,77,1
928333,FIFA 06: Road to FIFA World Cup,/xbox360/928333-fifa-06-road-to-fifa-world-cup,xbox360,0,0,1,,,,,,,62,1
928334,Lost Odyssey,/xbox360/928334-lost-odyssey,xbox360,0,0,1,78,78,,,,,78,1
928376,Devil May Cry 4,/ps3/928376-devil-may-cry-4,ps3,0,1,0,84,84,84,,,84,84,1
928377,Killzone 2,/ps3/928377-killzone-2,ps3,0,1,0,91,91,,,,91,,1
928379,Gran Turismo HD Concept,/ps3/928379-gran-turismo-hd-concept,ps3,0,1,0,82,82,,,,82,,1
928383,Warhawk,/ps3/928383-warhawk,ps3,0,1,0,84,84,,,,84,,1
928385,Mobile Suit Gundam: Crossfire,/ps3/928385-mobile-suit-gundam-crossfire,ps3,0,1,0,33,33,,,,33,,1
928391,Heavenly Sword,/ps3/928391-heavenly-sword,ps3,0,1,0,79,79,,,,79,,1
928392,Formula One Championship Edition,/ps3/928392-formula-one-championship-edition,ps3,0,1,0,74,74,,,,74,,1
928393,MotorStorm,/ps3/928393-motorstorm,ps3,0,1,0,,,,,,84,,1
928399,Resistance: Fall of Man,/ps3/928399-resistance-fall-of-man,ps3,0,1,0,86,86,,,,86,,1
928412,NBA Live 06,/xbox360/928412-nba-live-06,xbox360,0,0,1,,,,,,,64,1
928433,RoboBlitz,/xbox360/928433-roboblitz,xbox360,0,0,1,76,76,,,,,76,1
928447,Final Fantasy Crystal Chronicles: The Crystal Bearers,/wii/928447-final-fantasy-crystal-chronicles-the-crystal-bearers,wii,1,0,0,66,66,,,66,,,1
928456,Chromehounds,/xbox360/928456-chromehounds,xbox360,0,0,1,71,71,,,,,71,1
928463,NHL 2K6,/xbox360/928463-nhl-2k6,xbox360,0,0,1,75,75,,,,,75,1
928517,Metroid Prime 3: Corruption,/wii/928517-metroid-prime-3-corruption,wii,1,0,0,90,90,,,90,,,1
928518,Super Smash Bros. Brawl,/wii/928518-super-smash-bros-brawl,wii,1,0,0,93,93,,,93,,,1
928519,The Legend of Zelda: Twilight Princess,/wii/928519-the-legend-of-zelda-twilight-princess,wii,1,0,0,95,95,,,95,,,1
928546,Too Human,/xbox360/928546-too-human,xbox360,0,0,1,65,65,,,,,65,1
928655,Call of Duty 3,/xbox360/928655-call-of-duty-3,xbox360,1,1,1,82,82,,80,69,80,82,1
928661,Burnout Revenge,/xbox360/928661-burnout-revenge,xbox360,0,0,1,89,89,,,,,89,1
928676,Dead or Alive Xtreme 2,/xbox360/928676-dead-or-alive-xtreme-2,xbox360,0,0,1,53,53,,,,,53,1
928678,Enchanted Arms,/xbox360/928678-enchanted-arms,xbox360,0,1,1,69,69,64,,,64,69,1
928790,Final Fantasy XIII,/ps3/928790-final-fantasy-xiii,ps3,0,1,0,83,83,82,,,83,82,1
928851,Monster Madness: Battle for Suburbia,/xbox360/928851-monster-madness-battle-for-suburbia,xbox360,0,1,1,55,55,,,,55,55,1
929179,Gun,/xbox360/929179-gun,xbox360,0,0,1,75,75,,,,,75,1
929196,Shadowrun,/xbox360/929196-shadowrun,xbox360,0,0,1,,,,,,,66,1
929198,Resident Evil 5,/ps3/929198-resident-evil-5,ps3,0,1,0,84,84,83,,,84,83,1
929230,Lair,/ps3/929230-lair,ps3,0,1,0,,,,,,53,,1
929232,Genji: Days of the Blade,/ps3/929232-genji-days-of-the-blade,ps3,0,1,0,55,55,,,,55,,1
929248,Ridge Racer 6,/xbox360/929248-ridge-racer-6,xbox360,0,0,1,74,74,,,,,74,1
929255,Earth Defense Force 2017,/xbox360/929255-earth-defense-force-2017,xbox360,0,0,1,69,69,,,,,69,1
929259,Operation Darkness,/xbox360/929259-operation-darkness,xbox360,0,0,1,46,46,,,,,46,1
929261,Rumble Roses XX,/xbox360/929261-rumble-roses-xx,xbox360,0,0,1,62,62,,,,,62,1
929267,Onechanbara: Bikini Samurai Squad,/xbox360/929267-onechanbara-bikini-samurai-squad,xbox360,0,0,1,39,39,,,,,39,1
929467,Def Jam: Icon,/ps3/929467-def-jam-icon,ps3,0,1,0,,,,,,68,69,1
929531,TimeShift,/xbox360/929531-timeshift,xbox360,0,1,1,70,70,70,,,70,70,1
929717,Sonic the Hedgehog,/xbox360/929717-sonic-the-hedgehog,xbox360,0,1,1,46,46,43,,,43,46,1
929914,Way of the Samurai 3,/ps3/929914-way-of-the-samurai-3,ps3,0,1,0,58,58,55,,,58,55,1
929921,Bomberman: Act Zero,/xbox360/929921-bomberman-act-zero,xbox360,0,0,1,34,34,,,,,34,1
930010,NeoGeo Battle Coliseum,/xbox360/930010-neogeo-battle-coliseum,xbox360,0,0,1,64,64,,,,,64,1
930013,Spectral Force 3,/xbox360/930013-spectral-force-3,xbox360,0,0,1,59,59,,,,,59,1
930036,Tenchu Z,/xbox360/930036-tenchu-z,xbox360,0,0,1,56,56,,,,,56,1
930069,Bomberman Ultra,/ps3/930069-bomberman-ultra,ps3,0,1,0,81,81,,,,81,,1
930083,Hot Shots Golf: Out of Bounds,/ps3/930083-hot-shots-golf-out-of-bounds,ps3,0,1,0,81,81,,,,81,,1
930085,Folklore,/ps3/930085-folklore,ps3,0,1,0,75,75,,,,75,,1
930092,The Eye of Judgment,/ps3/930092-the-eye-of-judgment,ps3,0,1,0,75,75,,,,75,,1
930144,Crackdown,/xbox360/930144-crackdown,xbox360,0,0,1,83,83,,,,,83,1
930159,Turok,/ps3/930159-turok,ps3,0,1,0,67,67,69,,,67,69,1
930253,Magna Carta 2,/xbox360/930253-magna-carta-2,xbox360,0,0,1,69,69,,,,,69,1
930270,MotoGP '06,/xbox360/930270-motogp-06,xbox360,0,0,1,80,80,,,,,80,1
930272,Superman Returns,/xbox360/930272-superman-returns,xbox360,0,0,1,,,,,,,51,1
930277,Brothers in Arms: Hell's Highway,/xbox360/930277-brothers-in-arms-hells-highway,xbox360,0,1,1,76,76,76,,,76,76,1
930278,Assassin's Creed,/xbox360/930278-assassins-creed,xbox360,0,1,1,81,81,81,,,81,81,1
930279,Mass Effect,/xbox360/930279-mass-effect,xbox360,0,1,1,91,91,85,,,85,91,1
930280,Alone in the Dark,/xbox360/930280-alone-in-the-dark,xbox360,1,1,1,,,39,,39,69,58,1
930281,Wolfenstein,/xbox360/930281-wolfenstein,xbox360,0,1,1,72,72,71,,,71,72,1
930740,Smash T.V.,/xbox360/930740-smash-tv,xbox360,0,0,1,75,75,,,,,75,1
930760,Winning Eleven: Pro Evolution Soccer 2007,/xbox360/930760-winning-eleven-pro-evolution-soccer-2007,xbox360,0,0,1,79,79,,,,,79,1
930762,Robotron: 2084,/xbox360/930762-robotron-2084,xbox360,0,0,1,65,65,,,,,65,1
930825,Marble Blast Ultra,/xbox360/930825-marble-blast-ultra,xbox360,0,0,1,79,79,,,,,79,1
930837,Bejeweled 2 Deluxe,/xbox360/930837-bejeweled-2-deluxe,xbox360,0,0,1,69,69,,,,,69,1
930838,Joust,/xbox360/930838-joust,xbox360,0,1,1,68,68,54,,,,68,1
930845,Hardwood Hearts,/xbox360/930845-hardwood-hearts,xbox360,0,0,1,64,64,,,,,64,1
930847,Mutant Storm Reloaded,/xbox360/930847-mutant-storm-reloaded,xbox360,0,0,1,77,77,,,,,77,1
930848,Wik & the Fable of Souls,/xbox360/930848-wik-and-the-fable-of-souls,xbox360,0,0,1,77,77,,,,,77,1
930851,Geometry Wars: Retro Evolved,/xbox360/930851-geometry-wars-retro-evolved,xbox360,0,0,1,86,86,,,,,86,1
930852,Bankshot Billiards 2,/xbox360/930852-bankshot-billiards-2,xbox360,0,0,1,65,65,,,,,65,1
930853,Hexic HD,/xbox360/930853-hexic-hd,xbox360,0,0,1,79,79,,,,,79,1
930854,Outpost Kaloki X,/xbox360/930854-outpost-kaloki-x,xbox360,0,0,1,77,77,,,,,77,1
930855,Hardwood Backgammon,/xbox360/930855-hardwood-backgammon,xbox360,0,0,1,62,62,,,,,62,1
930856,Gauntlet,/xbox360/930856-gauntlet,xbox360,0,0,1,65,65,,,,,65,1
930858,Crystal Quest,/xbox360/930858-crystal-quest,xbox360,0,0,1,64,64,,,,,64,1
930859,Hardwood Spades,/xbox360/930859-hardwood-spades,xbox360,0,0,1,62,62,,,,,62,1
930863,Fight Night Round 3,/xbox360/930863-fight-night-round-3,xbox360,0,1,1,,,,,,,86,1
930953,Major League Baseball 2K6,/xbox360/930953-major-league-baseball-2k6,xbox360,0,0,1,66,66,,,,,83,1
931220,Bullet Witch,/xbox360/931220-bullet-witch,xbox360,0,0,1,55,55,,,,,55,1
931221,Vampire Rain,/xbox360/931221-vampire-rain,xbox360,0,1,1,38,38,,,,30,38,1
931283,Street Fighter II' Hyper Fighting,/xbox360/931283-street-fighter-ii-hyper-fighting,xbox360,0,0,1,76,76,,,,,76,1
931330,BioShock,/ps3/931330-bioshock,ps3,0,1,0,94,94,96,,,94,96,1
