"id","wordtype_all_pct_95p_mc_75score_1yr","wordtype_all_pct_95p_mc_75score_2yr","wordtype_all_pct_95p_mc_90score_1yr","wordtype_all_pct_95p_mc_90score_2yr","wordtype_all_pct_99p_mc_75score_1yr","wordtype_all_pct_99p_mc_75score_2yr","wordtype_all_pct_99p_mc_90score_1yr","wordtype_all_pct_99p_mc_90score_2yr","wordtype_mech_pct_95p_mc_75score_1yr","wordtype_mech_pct_95p_mc_75score_2yr","wordtype_mech_pct_95p_mc_90score_1yr","wordtype_mech_pct_95p_mc_90score_2yr","wordtype_mech_pct_99p_mc_75score_1yr","wordtype_mech_pct_99p_mc_75score_2yr","wordtype_mech_pct_99p_mc_90score_1yr","wordtype_mech_pct_99p_mc_90score_2yr","wordtype_wm_pct_95p_mc_75score_1yr","wordtype_wm_pct_95p_mc_75score_2yr","wordtype_wm_pct_95p_mc_90score_1yr","wordtype_wm_pct_95p_mc_90score_2yr","wordtype_wm_pct_99p_mc_75score_1yr","wordtype_wm_pct_99p_mc_75score_2yr","wordtype_wm_pct_99p_mc_90score_1yr","wordtype_wm_pct_99p_mc_90score_2yr","wordtype_world_pct_95p_mc_75score_1yr","wordtype_world_pct_95p_mc_75score_2yr","wordtype_world_pct_95p_mc_90score_1yr","wordtype_world_pct_95p_mc_90score_2yr","wordtype_world_pct_99p_mc_75score_1yr","wordtype_world_pct_99p_mc_75score_2yr","wordtype_world_pct_99p_mc_90score_1yr","wordtype_world_pct_99p_mc_90score_2yr"
516505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531290,0.174570848515844,0.176017244090345,0.174570848515844,0.176017244090345,0.174570848515844,0.176017244090345,0.174570848515844,0.176017244090345,0.240239378069103,0.244284959100919,0.240239378069103,0.244284959100919,0.240239378069103,0.244284959100919,0.240239378069103,0.244284959100919,0.184090161973262,0.190411620085347,0.184090161973262,0.190411620085347,0.184090161973262,0.190411620085347,0.184090161973262,0.190411620085347,0.172537713164245,0.176515980044717,0.172537713164245,0.176515980044717,0.172537713164245,0.176515980044717,0.172537713164245,0.176515980044717
603731,0.395131954597359,0.419480427009224,0.395131954597359,0.419480427009224,0.395131954597359,0.419480427009224,0.395131954597359,0.419480427009224,0.150295244410569,0.167316071201622,0.150295244410569,0.167316071201622,0.150295244410569,0.167316071201622,0.150295244410569,0.167316071201622,0.315471303301159,0.302887284266009,0.315471303301159,0.302887284266009,0.315471303301159,0.302887284266009,0.315471303301159,0.302887284266009,0.366503038330802,0.36154303161767,0.366503038330802,0.36154303161767,0.366503038330802,0.36154303161767,0.366503038330802,0.36154303161767
603732,0.461566331377051,0.467561805083634,0.461566331377051,0.467561805083634,0.461566331377051,0.467561805083634,0.461566331377051,0.467561805083634,0.643602468866485,0.709843060976073,0.643602468866485,0.709843060976073,0.643602468866485,0.709843060976073,0.643602468866485,0.709843060976073,0.467767581118818,0.468644928083888,0.467767581118818,0.468644928083888,0.467767581118818,0.468644928083888,0.467767581118818,0.468644928083888,0.343974014360693,0.318226136229761,0.343974014360693,0.318226136229761,0.343974014360693,0.318226136229761,0.343974014360693,0.318226136229761
604077,0.324971005739887,0.309642615060508,0.324971005739887,0.309642615060508,0.324971005739887,0.309642615060508,0.324971005739887,0.309642615060508,0.267369569110784,0.272016895796363,0.267369569110784,0.272016895796363,0.267369569110784,0.272016895796363,0.267369569110784,0.272016895796363,0.315255390255932,0.312870453899039,0.315255390255932,0.312870453899039,0.315255390255932,0.312870453899039,0.315255390255932,0.312870453899039,0.313254157837244,0.303523709481101,0.313254157837244,0.303523709481101,0.313254157837244,0.303523709481101,0.313254157837244,0.303523709481101
604137,0.291261207547508,0.296095406161468,0.291261207547508,0.296095406161468,0.291261207547508,0.296095406161468,0.291261207547508,0.296095406161468,0.186540617008734,0.151997538035125,0.186540617008734,0.151997538035125,0.186540617008734,0.151997538035125,0.186540617008734,0.151997538035125,0.178471101439605,0.190049179990422,0.178471101439605,0.190049179990422,0.178471101439605,0.190049179990422,0.178471101439605,0.190049179990422,0.22331823239915,0.239318616499093,0.22331823239915,0.239318616499093,0.22331823239915,0.239318616499093,0.22331823239915,0.239318616499093
604138,0.311044049698557,0.304888721999171,0.311044049698557,0.304888721999171,0.311044049698557,0.304888721999171,0.311044049698557,0.304888721999171,0.264978866715134,0.258428706338939,0.264978866715134,0.258428706338939,0.264978866715134,0.258428706338939,0.264978866715134,0.258428706338939,0.365807635762086,0.344076085966854,0.365807635762086,0.344076085966854,0.365807635762086,0.344076085966854,0.365807635762086,0.344076085966854,0.418978548648061,0.390191271819231,0.418978548648061,0.390191271819231,0.418978548648061,0.390191271819231,0.418978548648061,0.390191271819231
604155,0.328582964285091,0.371512824252935,0.328582964285091,0.371512824252935,0.328582964285091,0.371512824252935,0.328582964285091,0.371512824252935,0.791807582464896,0.80752167447868,0.791807582464896,0.80752167447868,0.791807582464896,0.80752167447868,0.791807582464896,0.80752167447868,0.377023090543705,0.407148923104985,0.377023090543705,0.407148923104985,0.377023090543705,0.407148923104985,0.377023090543705,0.407148923104985,0.228754505435839,0.277779100840966,0.228754505435839,0.277779100840966,0.228754505435839,0.277779100840966,0.228754505435839,0.277779100840966
604158,0.120482899335375,0.150482316357211,0.120482899335375,0.150482316357211,0.120482899335375,0.150482316357211,0.120482899335375,0.150482316357211,0.098058067569092,0.10721125348378,0.098058067569092,0.10721125348378,0.098058067569092,0.10721125348378,0.098058067569092,0.10721125348378,0.130327042490215,0.172328955310574,0.130327042490215,0.172328955310574,0.130327042490215,0.172328955310574,0.130327042490215,0.172328955310574,0.166855953117979,0.199592360779631,0.166855953117979,0.199592360779631,0.166855953117979,0.199592360779631,0.166855953117979,0.199592360779631
