"game_id","wordtype_all_pct_95p_mc_90score_1yr","wordtype_all_pct_95p_mc_90score_2yr"
516505,NA,NA
531290,0.174570848515844,0.176017244090345
605302,0.09489303890199,0.0930853868955085
605579,0.241156465444785,0.236629719716632
605601,0.163846384103808,0.175250408651132
605604,0.364503422614985,0.392874625072462
605975,0.232751701895287,0.272851105431888
605976,0.313931508114829,0.32706078082303
605993,0.360015757267174,0.392577540623953
606288,0.155126306998506,0.147071806219357
606544,0.19815624749381,0.241866685975564
609595,0.350143524653266,0.396162365939052
611500,0.311397509821619,0.323912666298694
611664,0.21086369598666,0.271956259190515
611671,0.276380660199529,0.255907812164686
612247,0.170528937996933,0.188972889046391
614208,0.165182110424724,0.156815650739677
614909,0.259378237451977,0.285809214574199
615288,0.280392200282874,0.295432156496096
615426,0.268015384849062,0.338239007410886
615699,0.226246595897627,0.227336164166299
615816,0.333845608944961,0.3321423896236
618245,0.251551830399907,0.250053552764861
618770,0.353448338328114,0.338728107168371
621796,0.323602859383478,0.32444544493559
622414,0.353448338328114,0.335756807982684
625218,0.193528249929046,0.185376735354941
625528,0.345493745514239,0.341405841384817
625933,0.193718797517156,0.191269281018654
626268,0.336106998496763,0.367679515548393
626631,0.390296008028943,0.423534901377797
628136,0.193884246090909,0.225928212423292
628357,0.180920941747403,0.187544106528376
631685,0.269902779484473,0.297550355322596
631936,0.319826061920612,0.30435933327361
632145,0.38024307115964,0.403292795078875
632513,0.0783410658149276,0.0710023871403842
632705,0.381102780797659,0.39835173996304
632874,0.230312835966846,0.230560661915513
632899,0.261136886049759,0.252058474348364
632900,0.220476256050992,0.257930125444794
633400,0.210235332491055,0.21279812621133
634491,0.309945791736831,0.301536104744964
636040,0.233353340478779,0.270788122177314
640253,0.355926522971004,0.343631271172294
640643,0.198654975819348,0.199587359876695
640660,0.44765205984615,0.454944283888132
643006,0.362058202948224,0.413584833496757
644272,0.249196810877881,0.328573290274961
647136,0.364708883576419,0.371938561661457
648826,0.135690706310552,0.141426703283694
649270,0.37670493528346,0.380217496567227
651559,0.277607461316868,0.277560046718695
652686,0.30934925186243,0.3739500730119
652988,0.211405229995189,0.2021141857768
652999,0.405973909032113,0.440736609004914
655774,0.256709881949108,0.308333333333333
664240,0.359228487238987,0.396970058408348
666508,0.190835187581222,0.178296841520229
667703,0.387000756140678,0.388134914430267
669884,0.381880518800121,0.438538255371137
670379,0.311826258608377,0.354907962264295
670455,0.101536595302065,0.0956672935451209
672705,0.269832034448455,0.292213952964947
672717,0.367144053569375,0.3747718697663
672893,0.35008846815816,0.340846849376914
673455,0.126220180256107,0.125562568712344
680069,0.218745807106204,0.242975024941037
681534,0.254624006640754,0.231062395271222
683105,0.372234172049638,0.386131643005967
683187,0.313184827100086,0.321729221372344
684836,0.26361790204804,0.332101209726762
691870,0.282385513471806,0.323011228509056
695534,0.265982035461913,0.287915948382912
696965,0.175306283165113,0.171136258716903
700994,0.41613644184538,0.486785923610987
703246,0.363842488353943,0.331364648076002
704458,0.245222626683367,0.245567303655112
705969,0.136097057145206,0.140126926589986
707754,0.25790007050969,0.309087610112318
710576,0.268144103989257,0.354193920520007
715207,0.206231370439488,0.230332446768971
717342,0.29969305359075,0.288479318947333
720002,0.211105925277171,0.178333982827063
721166,0.166755769408486,0.171059425521381
722936,0.158880374716086,0.188147571713034
723569,0.244804162575281,0.289686915282688
727962,0.267200768726468,0.300768247096561
728005,0.146204444682678,0.138847423329258
730735,0.0893898413424288,0.10457667466632
735149,0.274075483931013,0.309431748335921
739464,0.33408400970612,0.340247714899368
739681,0.0847877770445141,0.0937719803840309
762884,0.299469583736713,0.305351811604535
763436,0.276108362177604,0.310658969919692
768265,0.332516116833433,0.345929469305685
809372,0.245880342559431,0.282703140439239
813891,0.14253932901996,0.219880220341631
826286,0.125988157669743,0.185093803395666
926309,NA,NA
926596,0.296850306448624,0.328469340870815
926821,0.130410132739325,0.130410132739325
926934,0.276339711883103,0.276339711883103
926982,NA,NA
928006,0.322200489425578,0.3404415247893
928235,0.144004608221196,0.144004608221196
928326,0.156772360333924,0.156772360333924
928332,0.0678844233302131,0.0678844233302131
928376,0.277913246099792,0.306842519045362
928519,0.24325212770526,0.24325212770526
